"Component","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69420","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69420","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69421","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69421","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69419","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69419","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-9230","HIGH","libcrypto3","3.3.3-r0","3.3.5-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-9230","HIGH","libssl3","3.3.3-r0","3.3.5-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61726","HIGH","stdlib","go1.24.4","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61725","HIGH","stdlib","go1.24.4","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61723","HIGH","stdlib","go1.24.4","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61729","HIGH","stdlib","go1.24.4","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-58187","HIGH","stdlib","go1.24.4","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-47907","HIGH","stdlib","go1.24.4","1.23.12,1.24.6","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-68121","CRITICAL","stdlib","go1.24.4","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61731","HIGH","stdlib","go1.24.4","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-58188","HIGH","stdlib","go1.24.4","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-61732","HIGH","stdlib","go1.24.4","1.24.13,1.25.7","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","CVE-2025-4674","HIGH","stdlib","go1.24.4","1.23.11,1.24.5","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","GHSA-v778-237x-gjrc","CRITICAL","golang.org/x/crypto","v0.28.0","0.31.0","A critical vulnerability in go-module package: golang.org/x/crypto, version v0.28.0 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","GHSA-hcg3-q754-cr77","HIGH","golang.org/x/crypto","v0.28.0","0.35.0","A high vulnerability in go-module package: golang.org/x/crypto, version v0.28.0 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-22871","CRITICAL","stdlib","go1.23.3","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","GHSA-6v2p-p543-phr9","HIGH","golang.org/x/oauth2","v0.23.0","0.27.0","A high vulnerability in go-module package: golang.org/x/oauth2, version v0.23.0 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61726","HIGH","stdlib","go1.23.3","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61725","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61723","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","GHSA-6wxm-mpqj-6jpf","HIGH","github.com/golang/glog","v0.0.0-20160126235308-23def4e6c14b","1.2.4","A medium vulnerability in go-module package: github.com/golang/glog, version v0.0.0-20160126235308-23def4e6c14b was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-26519","HIGH","musl","1.2.3-r3","1.2.3-r4","A high vulnerability in apk package: musl, version 1.2.3-r3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-26519","HIGH","musl-utils","1.2.3-r3","1.2.3-r4","A high vulnerability in apk package: musl-utils, version 1.2.3-r3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61729","HIGH","stdlib","go1.23.3","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-58187","HIGH","stdlib","go1.23.3","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-47907","HIGH","stdlib","go1.23.3","1.23.12,1.24.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-68121","CRITICAL","stdlib","go1.23.3","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61731","HIGH","stdlib","go1.23.3","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-58188","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-61732","HIGH","stdlib","go1.23.3","1.24.13,1.25.7","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/joeelliott/cert-exporter:v2.14.0","CVE-2025-4674","HIGH","stdlib","go1.23.3","1.23.11,1.24.5","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/joeelliott/cert-exporter:v2.14.0 at: /app/app"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-3596","CRITICAL","libgssapi-krb5-2","1.20.1-6ubuntu2.1","1.20.1-6ubuntu2.3","A medium vulnerability in deb package: libgssapi-krb5-2, version 1.20.1-6ubuntu2.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-3596","CRITICAL","libk5crypto3","1.20.1-6ubuntu2.1","1.20.1-6ubuntu2.3","A medium vulnerability in deb package: libk5crypto3, version 1.20.1-6ubuntu2.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-3596","CRITICAL","libkrb5-3","1.20.1-6ubuntu2.1","1.20.1-6ubuntu2.3","A medium vulnerability in deb package: libkrb5-3, version 1.20.1-6ubuntu2.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-3596","CRITICAL","libkrb5support0","1.20.1-6ubuntu2.1","1.20.1-6ubuntu2.3","A medium vulnerability in deb package: libkrb5support0, version 1.20.1-6ubuntu2.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-6119","HIGH","libssl3t64","3.0.13-0ubuntu3.2","3.0.13-0ubuntu3.4","A medium vulnerability in deb package: libssl3t64, version 3.0.13-0ubuntu3.2 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-6119","HIGH","openssl","3.0.13-0ubuntu3.2","3.0.13-0ubuntu3.4","A medium vulnerability in deb package: openssl, version 3.0.13-0ubuntu3.2 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","GHSA-4g8c-wm8x-jfhw","HIGH","netty-handler","4.1.112.Final","4.1.118.Final","A high vulnerability in java-archive package: netty-handler, version 4.1.112.Final was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /cloudwatch_exporter.jar"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-45492","CRITICAL","libexpat1","2.6.1-2build1","2.6.1-2ubuntu0.1","A medium vulnerability in deb package: libexpat1, version 2.6.1-2build1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-15467","CRITICAL","libssl3t64","3.0.13-0ubuntu3.2","3.0.13-0ubuntu3.7","A medium vulnerability in deb package: libssl3t64, version 3.0.13-0ubuntu3.2 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-15467","CRITICAL","openssl","3.0.13-0ubuntu3.2","3.0.13-0ubuntu3.7","A medium vulnerability in deb package: openssl, version 3.0.13-0ubuntu3.2 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-21587","HIGH","openjdk","21.0.4+7-LTS","1.8.0_452,8.0.452,11.0.27,17.0.15,21.0.7,24.0.1","A high vulnerability in binary package: openjdk, version 21.0.4+7-LTS was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /opt/java/openjdk/release"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-45491","CRITICAL","libexpat1","2.6.1-2build1","2.6.1-2ubuntu0.1","A medium vulnerability in deb package: libexpat1, version 2.6.1-2build1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-45490","CRITICAL","libexpat1","2.6.1-2build1","2.6.1-2ubuntu0.1","A medium vulnerability in deb package: libexpat1, version 2.6.1-2build1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-30749","HIGH","openjdk","21.0.4+7-LTS","1.8.0_462,8.0.462,11.0.28,17.0.16,21.0.8,24.0.2","A high vulnerability in binary package: openjdk, version 21.0.4+7-LTS was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /opt/java/openjdk/release"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-8176","HIGH","libexpat1","2.6.1-2build1","2.6.1-2ubuntu0.3","A medium vulnerability in deb package: libexpat1, version 2.6.1-2build1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-10963","HIGH","libpam-modules","1.5.3-5ubuntu5.1","1.5.3-5ubuntu5.5","A medium vulnerability in deb package: libpam-modules, version 1.5.3-5ubuntu5.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-10963","HIGH","libpam-modules-bin","1.5.3-5ubuntu5.1","1.5.3-5ubuntu5.5","A medium vulnerability in deb package: libpam-modules-bin, version 1.5.3-5ubuntu5.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-10963","HIGH","libpam-runtime","1.5.3-5ubuntu5.1","1.5.3-5ubuntu5.5","A medium vulnerability in deb package: libpam-runtime, version 1.5.3-5ubuntu5.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-10963","HIGH","libpam0g","1.5.3-5ubuntu5.1","1.5.3-5ubuntu5.5","A medium vulnerability in deb package: libpam0g, version 1.5.3-5ubuntu5.1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-50106","HIGH","openjdk","21.0.4+7-LTS","1.8.0_462,8.0.462,11.0.28,17.0.16,21.0.8,24.0.2","A high vulnerability in binary package: openjdk, version 21.0.4+7-LTS was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /opt/java/openjdk/release"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-31115","HIGH","liblzma5","5.6.1+really5.4.5-1","5.6.1+really5.4.5-1ubuntu0.2","A medium vulnerability in deb package: liblzma5, version 5.6.1+really5.4.5-1 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","GHSA-prj3-ccx8-p6x4","HIGH","netty-codec-http2","4.1.112.Final","4.1.124.Final","A high vulnerability in java-archive package: netty-codec-http2, version 4.1.112.Final was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /cloudwatch_exporter.jar"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2025-53066","HIGH","openjdk","21.0.4+7-LTS","1.8.0_472,8.0.472,11.0.29,17.0.17,21.0.9,25.0.1","A high vulnerability in binary package: openjdk, version 21.0.4+7-LTS was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /opt/java/openjdk/release"
