"Component","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-32990","HIGH","libgnutls30","3.7.9-2+deb12u4","3.7.9-2+deb12u5","A high vulnerability in deb package: libgnutls30, version 3.7.9-2+deb12u4 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libgnutls30"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-32988","HIGH","libgnutls30","3.7.9-2+deb12u4","3.7.9-2+deb12u5","A high vulnerability in deb package: libgnutls30, version 3.7.9-2+deb12u4 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libgnutls30"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-69420","HIGH","libssl3","3.0.15-1~deb12u1","3.0.18-1~deb12u2","A high vulnerability in deb package: libssl3, version 3.0.15-1~deb12u1 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libssl3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-69421","HIGH","libssl3","3.0.15-1~deb12u1","3.0.18-1~deb12u2","A high vulnerability in deb package: libssl3, version 3.0.15-1~deb12u1 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libssl3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-69419","HIGH","libssl3","3.0.15-1~deb12u1","3.0.18-1~deb12u2","A high vulnerability in deb package: libssl3, version 3.0.15-1~deb12u1 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libssl3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-8715","HIGH","libpq5","15.12-0+deb12u2","15.14-0+deb12u1","A high vulnerability in deb package: libpq5, version 15.12-0+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libpq5"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-9230","HIGH","libssl3","3.0.15-1~deb12u1","3.0.17-1~deb12u3","A high vulnerability in deb package: libssl3, version 3.0.15-1~deb12u1 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libssl3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-8714","HIGH","libpq5","15.12-0+deb12u2","15.14-0+deb12u1","A high vulnerability in deb package: libpq5, version 15.12-0+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libpq5"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-4802","HIGH","libc6","2.36-9+deb12u10","2.36-9+deb12u11","A high vulnerability in deb package: libc6, version 2.36-9+deb12u10 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libc6"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-24528","HIGH","libgssapi-krb5-2","1.20.1-2+deb12u2","1.20.1-2+deb12u3","A high vulnerability in deb package: libgssapi-krb5-2, version 1.20.1-2+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libgssapi-krb5-2"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-24528","HIGH","libk5crypto3","1.20.1-2+deb12u2","1.20.1-2+deb12u3","A high vulnerability in deb package: libk5crypto3, version 1.20.1-2+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libk5crypto3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-24528","HIGH","libkrb5-3","1.20.1-2+deb12u2","1.20.1-2+deb12u3","A high vulnerability in deb package: libkrb5-3, version 1.20.1-2+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libkrb5-3"
"qubership-logging-operator","grype","docker.io/fluent/fluent-bit:4.0.1","CVE-2025-24528","HIGH","libkrb5support0","1.20.1-2+deb12u2","1.20.1-2+deb12u3","A high vulnerability in deb package: libkrb5support0, version 1.20.1-2+deb12u2 was found in image docker.io/fluent/fluent-bit:4.0.1 at: /var/lib/dpkg/status.d/libkrb5support0"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-22871","CRITICAL","stdlib","go1.23.3","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","GHSA-6v2p-p543-phr9","HIGH","golang.org/x/oauth2","v0.19.0","0.27.0","A high vulnerability in go-module package: golang.org/x/oauth2, version v0.19.0 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-61723","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-61725","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-61726","HIGH","stdlib","go1.23.3","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-58188","HIGH","stdlib","go1.23.3","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-58187","HIGH","stdlib","go1.23.3","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-61729","HIGH","stdlib","go1.23.3","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-61731","HIGH","stdlib","go1.23.3","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-47907","HIGH","stdlib","go1.23.3","1.23.12,1.24.6","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/bloomberg/goldpinger:3.10.2","CVE-2025-4674","HIGH","stdlib","go1.23.3","1.23.11,1.24.5","A high vulnerability in go-module package: stdlib, version go1.23.3 was found in image docker.io/bloomberg/goldpinger:3.10.2 at: /goldpinger"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-15467","CRITICAL","libcrypto3","3.5.1-r0","3.5.5-r0","A critical vulnerability in apk package: libcrypto3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-15467","CRITICAL","libssl3","3.5.1-r0","3.5.5-r0","A critical vulnerability in apk package: libssl3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69420","HIGH","libcrypto3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libcrypto3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69420","HIGH","libssl3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libssl3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69421","HIGH","libcrypto3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libcrypto3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69421","HIGH","libssl3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libssl3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69419","HIGH","libcrypto3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libcrypto3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-69419","HIGH","libssl3","3.5.1-r0","3.5.5-r0","A high vulnerability in apk package: libssl3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-9086","HIGH","curl","8.14.1-r1","8.14.1-r2","A high vulnerability in apk package: curl, version 8.14.1-r1 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-9086","HIGH","libcurl","8.14.1-r1","8.14.1-r2","A high vulnerability in apk package: libcurl, version 8.14.1-r1 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61723","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61723","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61723","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-9230","HIGH","libcrypto3","3.5.1-r0","3.5.4-r0","A high vulnerability in apk package: libcrypto3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-9230","HIGH","libssl3","3.5.1-r0","3.5.4-r0","A high vulnerability in apk package: libssl3, version 3.5.1-r0 was found in image docker.io/grafana/grafana:11.6.5 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61725","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61725","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61725","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61726","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61726","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61726","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58188","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58188","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58188","HIGH","stdlib","go1.24.6","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58187","HIGH","stdlib","go1.24.6","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58187","HIGH","stdlib","go1.24.6","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-58187","HIGH","stdlib","go1.24.6","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61729","HIGH","stdlib","go1.24.6","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61729","HIGH","stdlib","go1.24.6","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61729","HIGH","stdlib","go1.24.6","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61731","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61731","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-cli"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana:11.6.5","CVE-2025-61731","HIGH","stdlib","go1.24.6","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.6 was found in image docker.io/grafana/grafana:11.6.5 at: /usr/share/grafana/bin/grafana-server"
