"Componenet","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2024-32475","High","envoy","1.35.2","1.27.5,1.28.3,1.29.4,11.30.1","A high vulnerability in binary package: envoy, version 1.35.2 was found in image envoyproxy/envoy:v1.35.2 at: /usr/local/bin/envoy"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2024-2236","Medium","libgcrypt20","1.9.4-3ubuntu3","","A low vulnerability in deb package: libgcrypt20, version 1.9.4-3ubuntu3 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-4899","High","libzstd1","1.4.8+dfsg-3build1","","A low vulnerability in deb package: libzstd1, version 1.4.8+dfsg-3build1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-15467","Critical","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A medium vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-15467","Critical","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A medium vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-27943","Medium","gcc-12-base","12.3.0-1ubuntu1~22.04.2","","A low vulnerability in deb package: gcc-12-base, version 12.3.0-1ubuntu1~22.04.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-27943","Medium","libgcc-s1","12.3.0-1ubuntu1~22.04.2","","A low vulnerability in deb package: libgcc-s1, version 12.3.0-1ubuntu1~22.04.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-27943","Medium","libstdc++6","12.3.0-1ubuntu1~22.04.2","","A low vulnerability in deb package: libstdc++6, version 12.3.0-1ubuntu1~22.04.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6297","High","dpkg","1.21.1ubuntu2.3","1.21.1ubuntu2.6","A low vulnerability in deb package: dpkg, version 1.21.1ubuntu2.3 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-45582","Medium","tar","1.34+dfsg-1ubuntu0.1.22.04.2","","A medium vulnerability in deb package: tar, version 1.34+dfsg-1ubuntu0.1.22.04.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-13151","High","libtasn1-6","4.18.0-4ubuntu0.1","4.18.0-4ubuntu0.2","A medium vulnerability in deb package: libtasn1-6, version 4.18.0-4ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-15281","High","libc-bin","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc-bin, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-15281","High","libc6","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc6, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2016-2781","Medium","coreutils","8.32-4.1ubuntu1.2","","A low vulnerability in deb package: coreutils, version 8.32-4.1ubuntu1.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-41409","High","libpcre2-8-0","10.39-3ubuntu0.1","","A low vulnerability in deb package: libpcre2-8-0, version 10.39-3ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-0915","High","libc-bin","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc-bin, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-0915","High","libc6","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc6, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-22796","Medium","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-22796","Medium","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-50495","Medium","libncurses6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libncurses6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-50495","Medium","libncursesw6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libncursesw6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-50495","Medium","libtinfo6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libtinfo6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-50495","Medium","ncurses-base","6.3-2ubuntu0.1","","A low vulnerability in deb package: ncurses-base, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-50495","Medium","ncurses-bin","6.3-2ubuntu0.1","","A low vulnerability in deb package: ncurses-bin, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-9230","High","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.20","A medium vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-9230","High","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.20","A medium vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-68973","High","gpgv","2.2.27-3ubuntu2.4","2.2.27-3ubuntu2.5","A high vulnerability in deb package: gpgv, version 2.2.27-3ubuntu2.4 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-62504","High","envoy","1.35.2","1.33.12,1.34.10,1.35.6,1.36.2","A high vulnerability in binary package: envoy, version 1.35.2 was found in image envoyproxy/envoy:v1.35.2 at: /usr/local/bin/envoy"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-22795","Low","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-22795","Low","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-29383","Low","login","1:4.8.1-2ubuntu2.2","","A low vulnerability in deb package: login, version 1:4.8.1-2ubuntu2.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2023-29383","Low","passwd","1:4.8.1-2ubuntu2.2","","A low vulnerability in deb package: passwd, version 1:4.8.1-2ubuntu2.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69420","High","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69420","High","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69419","High","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69419","High","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-62409","High","envoy","1.35.2","1.33.10,1.34.9,1.35.5,1.36.1","A high vulnerability in binary package: envoy, version 1.35.2 was found in image envoyproxy/envoy:v1.35.2 at: /usr/local/bin/envoy"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-0861","High","libc-bin","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc-bin, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2026-0861","High","libc6","2.35-0ubuntu3.10","","A medium vulnerability in deb package: libc6, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-68160","Medium","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-68160","Medium","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69421","Low","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69421","Low","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8941","High","libpam-modules","1.4.0-11ubuntu2.6","","A medium vulnerability in deb package: libpam-modules, version 1.4.0-11ubuntu2.6 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8941","High","libpam-modules-bin","1.4.0-11ubuntu2.6","","A medium vulnerability in deb package: libpam-modules-bin, version 1.4.0-11ubuntu2.6 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8941","High","libpam-runtime","1.4.0-11ubuntu2.6","","A medium vulnerability in deb package: libpam-runtime, version 1.4.0-11ubuntu2.6 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8941","High","libpam0g","1.4.0-11ubuntu2.6","","A medium vulnerability in deb package: libpam0g, version 1.4.0-11ubuntu2.6 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2022-3219","Low","gpgv","2.2.27-3ubuntu2.4","","A low vulnerability in deb package: gpgv, version 2.2.27-3ubuntu2.4 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-5278","Medium","coreutils","8.32-4.1ubuntu1.2","","A low vulnerability in deb package: coreutils, version 8.32-4.1ubuntu1.2 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6141","Medium","libncurses6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libncurses6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6141","Medium","libncursesw6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libncursesw6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6141","Medium","libtinfo6","6.3-2ubuntu0.1","","A low vulnerability in deb package: libtinfo6, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6141","Medium","ncurses-base","6.3-2ubuntu0.1","","A low vulnerability in deb package: ncurses-base, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-6141","Medium","ncurses-bin","6.3-2ubuntu0.1","","A low vulnerability in deb package: ncurses-bin, version 6.3-2ubuntu0.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2017-11164","High","libpcre3","2:8.39-13ubuntu0.22.04.1","","A low vulnerability in deb package: libpcre3, version 2:8.39-13ubuntu0.22.04.1 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69418","Medium","libssl3","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: libssl3, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-69418","Medium","openssl","3.0.2-0ubuntu1.19","3.0.2-0ubuntu1.21","A low vulnerability in deb package: openssl, version 3.0.2-0ubuntu1.19 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8058","Medium","libc-bin","2.35-0ubuntu3.10","2.35-0ubuntu3.11","A medium vulnerability in deb package: libc-bin, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
"qubership-jaeger","grype","envoyproxy/envoy:v1.35.2","CVE-2025-8058","Medium","libc6","2.35-0ubuntu3.10","2.35-0ubuntu3.11","A medium vulnerability in deb package: libc6, version 2.35-0ubuntu3.10 was found in image envoyproxy/envoy:v1.35.2 at: /var/lib/dpkg/status"
